ident,gtdb_representative,superkingdom,phylum,class,order,family,genus,species
GCA_030636025.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__DAOVXQ01,s__DAOVXQ01 sp030636025
GCA_021802105.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Parvarchaeales,f__Parvarchaeaceae,g__JAJZLM01,s__JAJZLM01 sp021802105
GCA_027492045.1,f,d__Archaea,p__Thermoproteota,c__Korarchaeia,o__Korarchaeales,f__Korarchaeaceae,g__WALU01,s__WALU01 sp027491785
GCA_027028455.1,f,d__Archaea,p__Thermoproteota,c__Korarchaeia,o__Korarchaeales,f__Korarchaeaceae,g__WALU01,s__WALU01 sp015521385
GCA_020356005.1,t,d__Archaea,p__Thermoplasmatota,c__JAEHCK01,o__JAEHCK01,f__GCA-020356005,g__GCA-020356005,s__GCA-020356005 sp020356005
GCA_018650665.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__JABIDS01,s__JABIDS01 sp018653485
GCA_027380845.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__UBA509,s__UBA509 sp021819605
GCA_027328425.1,t,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__CABMGC01,g__JAJYVH01,s__JAJYVH01 sp027328425
GCA_031256955.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__Methanoplasma,s__Methanoplasma sp031256955
GCF_018495055.1,f,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanoculleaceae,g__Methanoculleus,s__Methanoculleus bourgensis
GCA_022482685.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__Methanomethylophilus,s__Methanomethylophilus sp001481295
GCF_900113615.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum aquaticum
GCA_944322255.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp944322255
GCA_902774705.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_A,s__Methanobrevibacter_A sp900314695
GCA_943788655.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-L1,s__MGIIa-L1 sp009887095
GCA_027002515.1,f,d__Archaea,p__Halobacteriota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__WAKM01,s__WAKM01 sp027028145
GCA_027334855.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__JAKATE01,s__JAKATE01 sp021828085
GCF_022014235.1,t,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanothermobacteraceae,g__Methanothermobacter,s__Methanothermobacter sp022014235
GCA_018663865.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__SCGC-AAA011-G17,f__PNOQ01,g__JABJPM01,s__JABJPM01 sp018663865
GCF_000011205.1,t,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Sulfurisphaera,s__Sulfurisphaera tokodaii
GCA_002497625.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Cuniculiplasma,s__Cuniculiplasma divulgatum
GCA_003021175.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halosegnis,s__Halosegnis sp003021175
GCA_026413895.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria_A,o__Caldarchaeales,f__Wolframiiraptoraceae,g__Wolframiiraptor,s__Wolframiiraptor sp025059415
GCA_027380095.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__UBA582,s__UBA582 sp002502705
GCA_001412335.1,t,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__SD8,s__SD8 sp001412335
GCF_934834405.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_A,s__Methanobrevibacter_A smithii
GCA_949320185.1,t,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__UBA288,s__UBA288 sp949320185
GCA_902593945.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-O2,s__MGIIb-O2 sp902593945
GCA_018646285.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus sp018674605
GCA_002780965.1,f,d__Archaea,p__Huberarchaeota,c__Huberarchaeia,o__Huberarchaeales,f__Huberarchaeaceae,g__Huberarchaeum,s__Huberarchaeum crystalense
GCA_951812685.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus sp016125975
GCA_027345195.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__GCA-001856825,g__GCA-001856825,s__GCA-001856825 sp021797855
GCA_018657465.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus sp018674605
GCA_027014125.1,t,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Acidilobaceae,g__S012-22,s__S012-22 sp027014125
GCA_030626605.1,f,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanoculleaceae,g__UBA207,s__UBA207 sp002503135
GCF_000747605.1,f,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Metallosphaera,s__Metallosphaera sedula
GCA_016203395.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__ARS49,g__JACQMV01,s__JACQMV01 sp016203395
GCA_001564035.1,t,d__Archaea,p__Nanohaloarchaeota,c__Nanosalinia,o__Nanosalinales,f__Nanosalinaceae,g__B1-Br10-U2g21,s__B1-Br10-U2g21 sp001564035
GCA_024256185.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__JACAEJ01,g__HK02M2,s__HK02M2 sp024256245
GCA_027006555.1,f,d__Archaea,p__Thermoproteota,c__Korarchaeia,o__Korarchaeales,f__Korarchaeaceae,g__WALU01,s__WALU01 sp015522685
GCF_008729095.1,f,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula hispanica
GCA_030044655.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp030041735
GCA_027374295.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Sysuiplasmatales,f__Sysuiplasmataceae,g__Sysuiplasma,s__Sysuiplasma acidicola
GCA_027369855.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Parvarchaeales,f__Parvarchaeaceae,g__Parvarchaeum,s__Parvarchaeum sp023378805
GCF_000966265.1,t,d__Archaea,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Palaeococcus,s__Palaeococcus ferrophilus
GCA_013330305.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__UBA36,s__UBA36 sp001628485
GCA_027366075.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Parvarchaeales,f__Parvarchaeaceae,g__JAJYZA01,s__JAJYZA01 sp027366075
GCA_028275765.1,f,d__Archaea,p__Thermoproteota,c__Thermoprotei,o__Thermofilales,f__Thermofilaceae,g__Thermofilum_C,s__Thermofilum_C sp020833575
GCA_022866015.1,t,d__Archaea,p__Thermoplasmatota,c__E2,o__DHVEG-1,f__DHVEG-1,g__M9B1D,s__M9B1D sp022866015
GCA_009392915.1,t,d__Archaea,p__Iainarchaeota,c__Iainarchaeia,o__CSSED10-239,f__CSSED10-239,g__Forterrea,s__Forterrea multitransposorum
GCA_031260545.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__WRKA01,s__WRKA01 sp031260545
GCA_002009965.1,f,d__Archaea,p__Methanobacteriota_A,c__Methanococci,o__Methanococcales,f__Methanococcaceae,g__Methanothermococcus,s__Methanothermococcus thermolithotrophicus
GCA_018436405.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina mazei
GCA_027339545.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__CABMGC01,g__JAJZNA01,s__JAJZNA01 sp021792235
GCF_002787055.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosotenuis,s__Nitrosotenuis aquarius
GCA_000145985.1,t,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Ignisphaeraceae,g__Ignisphaera,s__Ignisphaera aggregans
GCA_016190055.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__JACPRH01,g__JACPRH01,s__JACPRH01 sp016190055
GCA_021844905.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAKAWW01,s__JAKAWW01 sp021816895
GCA_016550385.1,f,d__Archaea,p__Asgardarchaeota,c__Hermodarchaeia,o__Hermodarchaeales,f__Hermodarchaeaceae,g__Hermodarchaeum,s__Hermodarchaeum sp016550395
GCF_002813695.1,t,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium subterraneum
GCF_902778875.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_A,s__Methanobrevibacter_A sp900319535
GCA_943787215.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-L2,s__MGIIa-L2 sp016777125
GCA_012518265.1,t,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanimicrococcus,s__Methanimicrococcus sp012518265
GCA_002499405.1,t,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Norongarragalinales,f__Norongarragalinaceae,g__UBA95,s__UBA95 sp002499405
GCA_002496325.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanoperedenaceae,g__Methanoperedens,s__Methanoperedens nitroreducens
GCA_027381325.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JAJZOM01,s__JAJZOM01 sp021817455
GCA_949319395.1,f,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__UBA9949,s__UBA9949 sp012516785
GCA_001917505.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosotalea,s__Nitrosotalea sp001917995
GCA_001723845.1,t,d__Archaea,p__Altiarchaeota,c__Altiarchaeia,o__IMC4,f__WOR-SM1-SCG,g__WOR-SM1-SCG,s__WOR-SM1-SCG sp001723845
GCA_027329965.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAKARM01,s__JAKARM01 sp021822165
GCA_027347505.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosotenuis,s__Nitrosotenuis sp021824845
GCA_905479565.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus sp905479565
GCF_002844195.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halegenticoccus,s__Halegenticoccus soli
GCA_030049755.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp030064695
GCA_007130035.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__PWHV01,s__PWHV01 sp003557905
GCA_027364425.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__CABMGC01,g__JAKAVK01,s__JAKAVK01 sp021810375
GCF_001458655.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium formicicum
GCA_023453475.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_A,s__Methanobrevibacter_A smithii
GCA_902625325.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__UBA36,s__UBA36 sp902625325
GCA_937141695.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopelagicus,s__Nitrosopelagicus sp001627235
GCA_027338005.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAKAWW01,s__JAKAWW01 sp021816895
GCA_005924185.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium_A,s__Methanobacterium_A sp002494495
GCA_003162745.1,f,d__Archaea,p__Halobacteriota,c__Bog-38,o__Bog-38,f__Bog-38,g__Bog-38,s__Bog-38 sp003162175
GCA_016181895.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__JACQLK01,s__JACQLK01 sp016181895
GCA_018818465.1,t,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__QMZP01,f__QMZP01,g__JAHIRU01,s__JAHIRU01 sp018818465
GCA_028376505.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus sp028351415
GCA_027368175.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__B-DKE,s__B-DKE sp021792655
GCA_003564925.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__PXDW01,g__PXDW01,s__PXDW01 sp003564925
GCA_937902205.1,f,d__Archaea,p__Halobacteriota,c__Syntropharchaeia,o__Alkanophagales,f__Methanospirareceae,g__Methanospirare,s__Methanospirare jalkutatii
GCA_009995085.1,f,d__Archaea,p__Iainarchaeota,c__Iainarchaeia,o__CSSED10-239,f__CSSED10-239,g__Forterrea,s__Forterrea multitransposorum
GCA_025920705.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Jingweiarchaeales,f__Jingweiarchaeaceae,g__Jingweiarchaeum,s__Jingweiarchaeum tengchongense
GCA_021324115.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Conexivisphaerales,f__DTJL01,g__JAJPJS01,s__JAJPJS01 sp021324115
GCA_031286065.1,t,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanimicrococcus,s__Methanimicrococcus sp031286065
GCA_013329055.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__GW2011-AR13,s__GW2011-AR13 sp9966u
GCF_945650115.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter ruminantium_A
GCA_937917535.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__Methanogranum,s__Methanogranum sp002506905
GCA_002504725.1,t,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__UBA587,s__UBA587 sp002504725
GCF_000258515.1,t,d__Archaea,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus zilligii
GCA_028439735.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus limneticus
GCA_021826835.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JAKAYH01,s__JAKAYH01 sp021826835
GCA_011524855.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__Poseidonia,s__Poseidonia sp011524855
GCF_020150815.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus salilacus
GCA_023144035.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__JAFCEV01,s__JAFCEV01 sp023144035
GCF_001481295.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__Methanomethylophilus,s__Methanomethylophilus sp001481295
GCA_950073095.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__MGIII,f__CG-Epi1,g__CG-Epi1,s__CG-Epi1 sp015658585
GCA_028679855.1,t,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanoperedenaceae,g__Methanoperedens,s__Methanoperedens sp028679855
GCA_013331935.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__UBA10117,f__UBA10117,g__UBA10117,s__UBA10117 sp10117u
GCA_027381015.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JAJZOM01,s__JAJZOM01 sp023489435
GCF_029633965.1,t,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanomicrobiaceae,g__Methanogenium,s__Methanogenium sp029633965
GCA_018238545.1,t,d__Archaea,p__Asgardarchaeota,c__Heimdallarchaeia,o__Heimdallarchaeales,f__Heimdallarchaeaceae,g__UBA460,s__UBA460 sp018238545
GCA_021159785.1,t,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Desulfurococcaceae,g__JAGHDU01,s__JAGHDU01 sp021159785
GCF_900069765.1,f,d__Archaea,p__Halobacteriota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Archaeoglobus,s__Archaeoglobus fulgidus
GCA_002508475.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina sp002499445
GCA_016282555.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp016282555
GCA_030668645.1,t,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__DAOVFC01,s__DAOVFC01 sp030668645
GCA_023473345.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAMCYW01,s__JAMCYW01 sp021792395
GCA_002502565.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-N1,s__MGIIb-N1 sp002499585
GCA_938035805.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__Methanomethylophilus,s__Methanomethylophilus alvus
GCA_030045235.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp030044695
GCA_020855035.1,f,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanoculleaceae,g__Methanoculleus,s__Methanoculleus marisnigri
GCA_030040915.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp030040915
GCA_027328185.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp021844945
GCA_027329605.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAJZYD01,s__JAJZYD01 sp021785805
GCA_018302985.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__SCGC-AAA011-G17,f__UBA489,g__JACOVP01,s__JACOVP01 sp018302985
GCA_024256205.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__JACAEJ01,g__HK02M2,s__HK02M2 sp024256245
GCA_002502445.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium subterraneum
GCA_013152845.1,t,d__Archaea,p__Hydrothermarchaeota,c__Hydrothermarchaeia,o__Hydrothermarchaeales,f__JAADFM01,g__JAADFM01,s__JAADFM01 sp013152845
GCA_018653745.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus sp018657375
GCA_937911945.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__Poseidonia,s__Poseidonia sp902625885
GCA_030830125.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__Poseidonia,s__Poseidonia sp018662715
GCA_025929515.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrososphaera,s__Nitrososphaera sp025929855
GCA_027019885.1,t,d__Archaea,p__Halobacteriota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Geoglobus,s__Geoglobus sp027019885
GCA_017610305.1,t,d__Archaea,p__Iainarchaeota,c__Iainarchaeia,o__Iainarchaeales,f__JAFCCJ01,g__JAFCCJ01,s__JAFCCJ01 sp017610305
GCA_020341795.1,t,d__Archaea,p__Thermoplasmatota,c__E2,o__DHVEG-1,f__DHVEG-1,g__M9B1D,s__M9B1D sp020341795
GCF_029226445.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera sp022768985
GCA_022848765.1,t,d__Archaea,p__Thermoplasmatota,c__E2,o__DHVEG-1,f__DHVEG-1,g__JAJISJ01,s__JAJISJ01 sp022848765
GCA_022865215.1,t,d__Archaea,p__Nanohaloarchaeota,c__Nanosalinia,o__Nanosalinales,f__Nanohalalkaliarchaeacea,g__JALIDP01,s__JALIDP01 sp022865215
GCA_016212785.1,t,d__Archaea,p__Hydrothermarchaeota,c__Hydrothermarchaeia,o__Hydrothermarchaeales,f__WAQR01,g__JACRDW01,s__JACRDW01 sp016212785
GCF_011319465.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosotalea,s__Nitrosotalea sp011319465
GCA_027380975.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JAJZOM01,s__JAJZOM01 sp023489435
GCA_018664225.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-O2,s__MGIIb-O2 sp002494975
GCA_030039525.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp030039525
GCA_013151465.1,t,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__QMZP01,f__QMZT01,g__JAADIF01,s__JAADIF01 sp013151465
GCA_030666765.1,t,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanogasteraceae,g__Methanogaster,s__Methanogaster sp030666765
GCA_002009975.1,t,d__Archaea,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus_C,s__Thermococcus_C sp002009975
GCF_905234905.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_A,s__Methanobrevibacter_A sp900314695
GCA_903858385.1,t,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__CAIOIN01,s__CAIOIN01 sp903858385
GCA_005877385.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__TA-21,s__TA-21 sp005877075
GCA_029259415.1,t,d__Archaea,p__Halobacteriota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Archaeoglobus,s__Archaeoglobus sp029259415
GCA_012960735.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__UBA36,s__UBA36 sp004195615
GCA_021821605.1,t,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__CABMGC01,g__JAJZOD01,s__JAJZOD01 sp021821605
GCA_027314405.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAJZAB01,s__JAJZAB01 sp021801905
GCA_003663695.1,t,d__Archaea,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Palaeococcus,s__Palaeococcus sp003663695
GCA_027377215.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp021791335
GCA_017468935.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp017468935
GCF_000337595.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrialba,s__Natrialba taiwanensis
GCA_003551525.1,f,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum sp003554605
